match_id,batsman,opposition,venue,runs
1,A Choudhary,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",6
1,BCJ Cutting,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",16
1,CH Gayle,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",32
1,DA Warner,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",14
1,DJ Hooda,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",16
1,KM Jadhav,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",31
1,MC Henriques,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",52
1,Mandeep Singh,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",24
1,S Aravind,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0
1,S Dhawan,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",40
1,SR Watson,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",22
1,STR Binny,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",11
1,Sachin Baby,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1
1,TM Head,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",30
1,TS Mills,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",6
1,YS Chahal,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",3
1,Yuvraj Singh,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",62
2,AM Rahane,Mumbai Indians,Maharashtra Cricket Association Stadium,60
2,AT Rayudu,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,10
2,BA Stokes,Mumbai Indians,Maharashtra Cricket Association Stadium,21
2,HH Pandya,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,35
2,JC Buttler,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,38
2,KA Pollard,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,27
2,KH Pandya,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,3
2,MA Agarwal,Mumbai Indians,Maharashtra Cricket Association Stadium,6
2,MS Dhoni,Mumbai Indians,Maharashtra Cricket Association Stadium,12
2,N Rana,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,34
2,PA Patel,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,19
2,RG Sharma,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,3
2,SPD Smith,Mumbai Indians,Maharashtra Cricket Association Stadium,84
2,TG Southee,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,7
3,AJ Finch,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,15
3,BB McCullum,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,35
3,CA Lynn,Gujarat Lions,Saurashtra Cricket Association Stadium,93
3,G Gambhir,Gujarat Lions,Saurashtra Cricket Association Stadium,76
3,JJ Roy,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,14
3,KD Karthik,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,47
3,SK Raina,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,68
4,AM Rahane,Kings XI Punjab,Holkar Cricket Stadium,19
4,AR Patel,Rising Pune Supergiant,Holkar Cricket Stadium,24
4,BA Stokes,Kings XI Punjab,Holkar Cricket Stadium,50
4,DA Miller,Rising Pune Supergiant,Holkar Cricket Stadium,30
4,DT Christian,Kings XI Punjab,Holkar Cricket Stadium,17
4,GJ Maxwell,Rising Pune Supergiant,Holkar Cricket Stadium,44
4,HM Amla,Rising Pune Supergiant,Holkar Cricket Stadium,28
4,M Vohra,Rising Pune Supergiant,Holkar Cricket Stadium,14
4,MA Agarwal,Kings XI Punjab,Holkar Cricket Stadium,0
4,MK Tiwary,Kings XI Punjab,Holkar Cricket Stadium,40
4,MS Dhoni,Kings XI Punjab,Holkar Cricket Stadium,5
4,SPD Smith,Kings XI Punjab,Holkar Cricket Stadium,26
4,WP Saha,Rising Pune Supergiant,Holkar Cricket Stadium,14
5,A Mishra,Royal Challengers Bangalore,M Chinnaswamy Stadium,8
5,AP Tare,Royal Challengers Bangalore,M Chinnaswamy Stadium,18
5,CH Gayle,Delhi Daredevils,M Chinnaswamy Stadium,6
5,CH Morris,Royal Challengers Bangalore,M Chinnaswamy Stadium,4
5,CR Brathwaite,Royal Challengers Bangalore,M Chinnaswamy Stadium,1
5,Iqbal Abdulla,Delhi Daredevils,M Chinnaswamy Stadium,5
5,KK Nair,Royal Challengers Bangalore,M Chinnaswamy Stadium,4
5,KM Jadhav,Delhi Daredevils,M Chinnaswamy Stadium,69
5,Mandeep Singh,Delhi Daredevils,M Chinnaswamy Stadium,12
5,P Negi,Delhi Daredevils,M Chinnaswamy Stadium,10
5,PJ Cummins,Royal Challengers Bangalore,M Chinnaswamy Stadium,6
5,RR Pant,Royal Challengers Bangalore,M Chinnaswamy Stadium,57
5,S Nadeem,Royal Challengers Bangalore,M Chinnaswamy Stadium,0
5,SR Watson,Delhi Daredevils,M Chinnaswamy Stadium,24
5,STR Binny,Delhi Daredevils,M Chinnaswamy Stadium,16
5,SV Samson,Royal Challengers Bangalore,M Chinnaswamy Stadium,13
5,SW Billings,Royal Challengers Bangalore,M Chinnaswamy Stadium,25
5,TS Mills,Delhi Daredevils,M Chinnaswamy Stadium,0
5,Vishnu Vinod,Delhi Daredevils,M Chinnaswamy Stadium,9
5,Z Khan,Royal Challengers Bangalore,M Chinnaswamy Stadium,1
6,AJ Finch,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",3
6,BB McCullum,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",5
6,Basil Thampi,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",13
6,DA Warner,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",76
6,DR Smith,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",37
6,DS Kulkarni,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1
6,JJ Roy,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",31
6,KD Karthik,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",30
6,MC Henriques,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",52
6,P Kumar,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",7
6,S Dhawan,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",9
6,SK Raina,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",5
7,CA Lynn,Mumbai Indians,Wankhede Stadium,32
7,CR Woakes,Mumbai Indians,Wankhede Stadium,9
7,G Gambhir,Mumbai Indians,Wankhede Stadium,19
7,HH Pandya,Kolkata Knight Riders,Wankhede Stadium,29
7,Harbhajan Singh,Kolkata Knight Riders,Wankhede Stadium,1
7,JC Buttler,Kolkata Knight Riders,Wankhede Stadium,28
7,KA Pollard,Kolkata Knight Riders,Wankhede Stadium,17
7,KH Pandya,Kolkata Knight Riders,Wankhede Stadium,11
7,MK Pandey,Mumbai Indians,Wankhede Stadium,81
7,N Rana,Kolkata Knight Riders,Wankhede Stadium,50
7,PA Patel,Kolkata Knight Riders,Wankhede Stadium,30
7,RG Sharma,Kolkata Knight Riders,Wankhede Stadium,2
7,RV Uthappa,Mumbai Indians,Wankhede Stadium,4
7,SA Yadav,Mumbai Indians,Wankhede Stadium,17
7,SP Narine,Mumbai Indians,Wankhede Stadium,1
7,YK Pathan,Mumbai Indians,Wankhede Stadium,6
8,AB de Villiers,Kings XI Punjab,Holkar Cricket Stadium,89
8,AR Patel,Royal Challengers Bangalore,Holkar Cricket Stadium,9
8,GJ Maxwell,Royal Challengers Bangalore,Holkar Cricket Stadium,43
8,HM Amla,Royal Challengers Bangalore,Holkar Cricket Stadium,58
8,KM Jadhav,Kings XI Punjab,Holkar Cricket Stadium,1
8,M Vohra,Royal Challengers Bangalore,Holkar Cricket Stadium,34
8,Mandeep Singh,Kings XI Punjab,Holkar Cricket Stadium,28
8,SR Watson,Kings XI Punjab,Holkar Cricket Stadium,1
8,STR Binny,Kings XI Punjab,Holkar Cricket Stadium,18
8,Vishnu Vinod,Kings XI Punjab,Holkar Cricket Stadium,7
9,A Zampa,Delhi Daredevils,Maharashtra Cricket Association Stadium,5
9,AB Dinda,Delhi Daredevils,Maharashtra Cricket Association Stadium,7
9,AM Rahane,Delhi Daredevils,Maharashtra Cricket Association Stadium,10
9,AP Tare,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,0
9,BA Stokes,Delhi Daredevils,Maharashtra Cricket Association Stadium,2
9,CH Morris,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,38
9,CJ Anderson,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2
9,DL Chahar,Delhi Daredevils,Maharashtra Cricket Association Stadium,14
9,F du Plessis,Delhi Daredevils,Maharashtra Cricket Association Stadium,8
9,Imran Tahir,Delhi Daredevils,Maharashtra Cricket Association Stadium,0
9,MA Agarwal,Delhi Daredevils,Maharashtra Cricket Association Stadium,20
9,MS Dhoni,Delhi Daredevils,Maharashtra Cricket Association Stadium,11
9,R Bhatia,Delhi Daredevils,Maharashtra Cricket Association Stadium,16
9,RA Tripathi,Delhi Daredevils,Maharashtra Cricket Association Stadium,10
9,RR Pant,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,31
9,SV Samson,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,102
9,SW Billings,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,24
10,B Kumar,Mumbai Indians,Wankhede Stadium,4
10,BCJ Cutting,Mumbai Indians,Wankhede Stadium,20
10,DA Warner,Mumbai Indians,Wankhede Stadium,49
10,DJ Hooda,Mumbai Indians,Wankhede Stadium,9
10,HH Pandya,Sunrisers Hyderabad,Wankhede Stadium,2
10,Harbhajan Singh,Sunrisers Hyderabad,Wankhede Stadium,3
10,JC Buttler,Sunrisers Hyderabad,Wankhede Stadium,14
10,KA Pollard,Sunrisers Hyderabad,Wankhede Stadium,11
10,KH Pandya,Sunrisers Hyderabad,Wankhede Stadium,37
10,N Rana,Sunrisers Hyderabad,Wankhede Stadium,45
10,NV Ojha,Mumbai Indians,Wankhede Stadium,9
10,PA Patel,Sunrisers Hyderabad,Wankhede Stadium,39
10,RG Sharma,Sunrisers Hyderabad,Wankhede Stadium,4
10,Rashid Khan,Mumbai Indians,Wankhede Stadium,2
10,S Dhawan,Mumbai Indians,Wankhede Stadium,48
10,V Shankar,Mumbai Indians,Wankhede Stadium,1
10,Yuvraj Singh,Mumbai Indians,Wankhede Stadium,5
11,AR Patel,Kolkata Knight Riders,Eden Gardens,0
11,DA Miller,Kolkata Knight Riders,Eden Gardens,28
11,G Gambhir,Kings XI Punjab,Eden Gardens,72
11,GJ Maxwell,Kolkata Knight Riders,Eden Gardens,25
11,HM Amla,Kolkata Knight Riders,Eden Gardens,25
11,M Vohra,Kolkata Knight Riders,Eden Gardens,28
11,MK Pandey,Kings XI Punjab,Eden Gardens,25
11,MM Sharma,Kolkata Knight Riders,Eden Gardens,10
11,MP Stoinis,Kolkata Knight Riders,Eden Gardens,9
11,RV Uthappa,Kings XI Punjab,Eden Gardens,26
11,SP Narine,Kings XI Punjab,Eden Gardens,37
11,VR Aaron,Kolkata Knight Riders,Eden Gardens,4
11,WP Saha,Kolkata Knight Riders,Eden Gardens,25
12,AB de Villiers,Mumbai Indians,M Chinnaswamy Stadium,19
12,CH Gayle,Mumbai Indians,M Chinnaswamy Stadium,22
12,HH Pandya,Royal Challengers Bangalore,M Chinnaswamy Stadium,9
12,JC Buttler,Royal Challengers Bangalore,M Chinnaswamy Stadium,2
12,KA Pollard,Royal Challengers Bangalore,M Chinnaswamy Stadium,70
12,KH Pandya,Royal Challengers Bangalore,M Chinnaswamy Stadium,37
12,KM Jadhav,Mumbai Indians,M Chinnaswamy Stadium,9
12,MJ McClenaghan,Royal Challengers Bangalore,M Chinnaswamy Stadium,0
12,Mandeep Singh,Mumbai Indians,M Chinnaswamy Stadium,0
12,N Rana,Royal Challengers Bangalore,M Chinnaswamy Stadium,11
12,P Negi,Mumbai Indians,M Chinnaswamy Stadium,13
12,PA Patel,Royal Challengers Bangalore,M Chinnaswamy Stadium,3
12,RG Sharma,Royal Challengers Bangalore,M Chinnaswamy Stadium,0
12,STR Binny,Mumbai Indians,M Chinnaswamy Stadium,6
12,V Kohli,Mumbai Indians,M Chinnaswamy Stadium,62
13,AJ Finch,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,33
13,AM Rahane,Gujarat Lions,Saurashtra Cricket Association Stadium,0
13,Ankit Sharma,Gujarat Lions,Saurashtra Cricket Association Stadium,25
13,BA Stokes,Gujarat Lions,Saurashtra Cricket Association Stadium,25
13,BB McCullum,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,49
13,DR Smith,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,47
13,KD Karthik,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,3
13,LH Ferguson,Gujarat Lions,Saurashtra Cricket Association Stadium,1
13,MK Tiwary,Gujarat Lions,Saurashtra Cricket Association Stadium,31
13,MS Dhoni,Gujarat Lions,Saurashtra Cricket Association Stadium,5
13,RA Tripathi,Gujarat Lions,Saurashtra Cricket Association Stadium,33
13,RD Chahar,Gujarat Lions,Saurashtra Cricket Association Stadium,3
13,SK Raina,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,35
13,SN Thakur,Gujarat Lions,Saurashtra Cricket Association Stadium,0
13,SPD Smith,Gujarat Lions,Saurashtra Cricket Association Stadium,43
14,BCJ Cutting,Kolkata Knight Riders,Eden Gardens,15
14,Bipul Sharma,Kolkata Knight Riders,Eden Gardens,21
14,C de Grandhomme,Sunrisers Hyderabad,Eden Gardens,0
14,CR Woakes,Sunrisers Hyderabad,Eden Gardens,1
14,DA Warner,Kolkata Knight Riders,Eden Gardens,26
14,DJ Hooda,Kolkata Knight Riders,Eden Gardens,13
14,G Gambhir,Sunrisers Hyderabad,Eden Gardens,15
14,MC Henriques,Kolkata Knight Riders,Eden Gardens,13
14,MK Pandey,Sunrisers Hyderabad,Eden Gardens,46
14,NV Ojha,Kolkata Knight Riders,Eden Gardens,11
14,RV Uthappa,Sunrisers Hyderabad,Eden Gardens,68
14,S Dhawan,Kolkata Knight Riders,Eden Gardens,23
14,SA Yadav,Sunrisers Hyderabad,Eden Gardens,4
14,SP Narine,Sunrisers Hyderabad,Eden Gardens,6
14,YK Pathan,Sunrisers Hyderabad,Eden Gardens,21
14,Yuvraj Singh,Kolkata Knight Riders,Eden Gardens,26
15,AR Patel,Delhi Daredevils,Feroz Shah Kotla,44
15,CH Morris,Kings XI Punjab,Feroz Shah Kotla,16
15,CJ Anderson,Kings XI Punjab,Feroz Shah Kotla,39
15,DA Miller,Delhi Daredevils,Feroz Shah Kotla,24
15,EJG Morgan,Delhi Daredevils,Feroz Shah Kotla,22
15,GJ Maxwell,Delhi Daredevils,Feroz Shah Kotla,0
15,HM Amla,Delhi Daredevils,Feroz Shah Kotla,19
15,KC Cariappa,Delhi Daredevils,Feroz Shah Kotla,1
15,KK Nair,Kings XI Punjab,Feroz Shah Kotla,0
15,M Vohra,Delhi Daredevils,Feroz Shah Kotla,3
15,MM Sharma,Delhi Daredevils,Feroz Shah Kotla,13
15,PJ Cummins,Kings XI Punjab,Feroz Shah Kotla,12
15,RR Pant,Kings XI Punjab,Feroz Shah Kotla,15
15,SS Iyer,Kings XI Punjab,Feroz Shah Kotla,22
15,SV Samson,Kings XI Punjab,Feroz Shah Kotla,19
15,SW Billings,Kings XI Punjab,Feroz Shah Kotla,55
15,Sandeep Sharma,Delhi Daredevils,Feroz Shah Kotla,2
15,WP Saha,Delhi Daredevils,Feroz Shah Kotla,7
16,BB McCullum,Mumbai Indians,Wankhede Stadium,64
16,DR Smith,Mumbai Indians,Wankhede Stadium,0
16,HH Pandya,Gujarat Lions,Wankhede Stadium,6
16,Ishan Kishan,Mumbai Indians,Wankhede Stadium,11
16,JC Buttler,Gujarat Lions,Wankhede Stadium,26
16,JJ Roy,Mumbai Indians,Wankhede Stadium,14
16,KA Pollard,Gujarat Lions,Wankhede Stadium,39
16,KD Karthik,Mumbai Indians,Wankhede Stadium,48
16,N Rana,Gujarat Lions,Wankhede Stadium,53
16,PA Patel,Gujarat Lions,Wankhede Stadium,0
16,RG Sharma,Gujarat Lions,Wankhede Stadium,40
16,SK Raina,Mumbai Indians,Wankhede Stadium,28
17,AB de Villiers,Rising Pune Supergiant,M Chinnaswamy Stadium,29
17,AF Milne,Rising Pune Supergiant,M Chinnaswamy Stadium,2
17,AM Rahane,Royal Challengers Bangalore,M Chinnaswamy Stadium,30
17,BA Stokes,Royal Challengers Bangalore,M Chinnaswamy Stadium,2
17,DT Christian,Royal Challengers Bangalore,M Chinnaswamy Stadium,1
17,JD Unadkat,Royal Challengers Bangalore,M Chinnaswamy Stadium,2
17,KM Jadhav,Rising Pune Supergiant,M Chinnaswamy Stadium,18
17,MK Tiwary,Royal Challengers Bangalore,M Chinnaswamy Stadium,27
17,MS Dhoni,Royal Challengers Bangalore,M Chinnaswamy Stadium,28
17,Mandeep Singh,Rising Pune Supergiant,M Chinnaswamy Stadium,0
17,P Negi,Rising Pune Supergiant,M Chinnaswamy Stadium,10
17,RA Tripathi,Royal Challengers Bangalore,M Chinnaswamy Stadium,31
17,S Aravind,Rising Pune Supergiant,M Chinnaswamy Stadium,6
17,S Badree,Rising Pune Supergiant,M Chinnaswamy Stadium,0
17,SN Thakur,Royal Challengers Bangalore,M Chinnaswamy Stadium,0
17,SPD Smith,Royal Challengers Bangalore,M Chinnaswamy Stadium,27
17,SR Watson,Rising Pune Supergiant,M Chinnaswamy Stadium,14
17,STR Binny,Rising Pune Supergiant,M Chinnaswamy Stadium,18
17,V Kohli,Rising Pune Supergiant,M Chinnaswamy Stadium,28
17,YS Chahal,Rising Pune Supergiant,M Chinnaswamy Stadium,1
18,AD Mathews,Kolkata Knight Riders,Feroz Shah Kotla,1
18,C de Grandhomme,Delhi Daredevils,Feroz Shah Kotla,1
18,CH Morris,Kolkata Knight Riders,Feroz Shah Kotla,16
18,CR Woakes,Delhi Daredevils,Feroz Shah Kotla,3
18,G Gambhir,Delhi Daredevils,Feroz Shah Kotla,14
18,KK Nair,Kolkata Knight Riders,Feroz Shah Kotla,21
18,MK Pandey,Delhi Daredevils,Feroz Shah Kotla,69
18,Mohammed Shami,Kolkata Knight Riders,Feroz Shah Kotla,0
18,PJ Cummins,Kolkata Knight Riders,Feroz Shah Kotla,3
18,RR Pant,Kolkata Knight Riders,Feroz Shah Kotla,38
18,RV Uthappa,Delhi Daredevils,Feroz Shah Kotla,4
18,SA Yadav,Delhi Daredevils,Feroz Shah Kotla,7
18,SP Narine,Delhi Daredevils,Feroz Shah Kotla,1
18,SS Iyer,Kolkata Knight Riders,Feroz Shah Kotla,26
18,SV Samson,Kolkata Knight Riders,Feroz Shah Kotla,39
18,SW Billings,Kolkata Knight Riders,Feroz Shah Kotla,21
18,YK Pathan,Delhi Daredevils,Feroz Shah Kotla,59
19,AR Patel,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",7
19,DA Miller,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1
19,DA Warner,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",70
19,DJ Hooda,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",12
19,EJG Morgan,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",13
19,GJ Maxwell,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",10
19,HM Amla,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0
19,I Sharma,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2
19,KC Cariappa,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1
19,M Vohra,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",95
19,MC Henriques,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",9
19,MM Sharma,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",10
19,Mohammad Nabi,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2
19,NV Ojha,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",34
19,Rashid Khan,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",6
19,S Dhawan,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",15
19,Sandeep Sharma,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",5
19,WP Saha,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0
19,Yuvraj Singh,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",0
20,AJ Finch,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,19
20,AJ Tye,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,6
20,BB McCullum,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,72
20,Basil Thampi,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,0
20,CH Gayle,Gujarat Lions,Saurashtra Cricket Association Stadium,77
20,DR Smith,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,1
20,Ishan Kishan,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,39
20,KD Karthik,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,1
20,KM Jadhav,Gujarat Lions,Saurashtra Cricket Association Stadium,38
20,RA Jadeja,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,23
20,SK Raina,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,23
20,TM Head,Gujarat Lions,Saurashtra Cricket Association Stadium,30
20,V Kohli,Gujarat Lions,Saurashtra Cricket Association Stadium,64
21,AD Mathews,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",31
21,DA Warner,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",4
21,DJ Hooda,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",9
21,KK Nair,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",33
21,KS Williamson,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",89
21,MC Henriques,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",12
21,RR Pant,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",0
21,S Dhawan,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",70
21,SS Iyer,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",50
21,SV Samson,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",42
21,SW Billings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",13
21,Yuvraj Singh,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",3
22,AR Patel,Mumbai Indians,Holkar Cricket Stadium,4
22,GJ Maxwell,Mumbai Indians,Holkar Cricket Stadium,40
22,HH Pandya,Kings XI Punjab,Holkar Cricket Stadium,15
22,HM Amla,Mumbai Indians,Holkar Cricket Stadium,104
22,JC Buttler,Kings XI Punjab,Holkar Cricket Stadium,77
22,MP Stoinis,Mumbai Indians,Holkar Cricket Stadium,1
22,N Rana,Kings XI Punjab,Holkar Cricket Stadium,62
22,PA Patel,Kings XI Punjab,Holkar Cricket Stadium,37
22,SE Marsh,Mumbai Indians,Holkar Cricket Stadium,26
22,WP Saha,Mumbai Indians,Holkar Cricket Stadium,11
23,AJ Finch,Kolkata Knight Riders,Eden Gardens,31
23,BB McCullum,Kolkata Knight Riders,Eden Gardens,33
23,DR Smith,Kolkata Knight Riders,Eden Gardens,5
23,G Gambhir,Gujarat Lions,Eden Gardens,33
23,Ishan Kishan,Kolkata Knight Riders,Eden Gardens,4
23,JP Faulkner,Kolkata Knight Riders,Eden Gardens,4
23,KD Karthik,Kolkata Knight Riders,Eden Gardens,3
23,MK Pandey,Gujarat Lions,Eden Gardens,24
23,RA Jadeja,Kolkata Knight Riders,Eden Gardens,19
23,RV Uthappa,Gujarat Lions,Eden Gardens,72
23,SA Yadav,Gujarat Lions,Eden Gardens,1
23,SK Raina,Kolkata Knight Riders,Eden Gardens,84
23,SP Narine,Gujarat Lions,Eden Gardens,42
23,Shakib Al Hasan,Gujarat Lions,Eden Gardens,1
23,YK Pathan,Gujarat Lions,Eden Gardens,11
24,AP Tare,Mumbai Indians,Wankhede Stadium,0
24,CH Morris,Mumbai Indians,Wankhede Stadium,52
24,CJ Anderson,Mumbai Indians,Wankhede Stadium,0
24,HH Pandya,Delhi Daredevils,Wankhede Stadium,24
24,Harbhajan Singh,Delhi Daredevils,Wankhede Stadium,2
24,JC Buttler,Delhi Daredevils,Wankhede Stadium,28
24,K Rabada,Mumbai Indians,Wankhede Stadium,44
24,KA Pollard,Delhi Daredevils,Wankhede Stadium,26
24,KH Pandya,Delhi Daredevils,Wankhede Stadium,17
24,KK Nair,Mumbai Indians,Wankhede Stadium,5
24,MG Johnson,Delhi Daredevils,Wankhede Stadium,7
24,MJ McClenaghan,Delhi Daredevils,Wankhede Stadium,1
24,N Rana,Delhi Daredevils,Wankhede Stadium,8
24,PA Patel,Delhi Daredevils,Wankhede Stadium,8
24,PJ Cummins,Mumbai Indians,Wankhede Stadium,4
24,RG Sharma,Delhi Daredevils,Wankhede Stadium,5
24,RR Pant,Mumbai Indians,Wankhede Stadium,0
24,SS Iyer,Mumbai Indians,Wankhede Stadium,6
24,SV Samson,Mumbai Indians,Wankhede Stadium,9
25,AM Rahane,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2
25,BA Stokes,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,10
25,DA Warner,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,43
25,DJ Hooda,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,19
25,KS Williamson,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,21
25,MC Henriques,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,55
25,MK Tiwary,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,17
25,MS Dhoni,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,61
25,RA Tripathi,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,59
25,S Dhawan,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,30
25,SPD Smith,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,27
26,AD Nath,Kings XI Punjab,Saurashtra Cricket Association Stadium,0
26,AJ Finch,Kings XI Punjab,Saurashtra Cricket Association Stadium,13
26,AJ Tye,Kings XI Punjab,Saurashtra Cricket Association Stadium,22
26,AR Patel,Gujarat Lions,Saurashtra Cricket Association Stadium,34
26,BB McCullum,Kings XI Punjab,Saurashtra Cricket Association Stadium,6
26,Basil Thampi,Kings XI Punjab,Saurashtra Cricket Association Stadium,11
26,DR Smith,Kings XI Punjab,Saurashtra Cricket Association Stadium,4
26,GJ Maxwell,Gujarat Lions,Saurashtra Cricket Association Stadium,31
26,HM Amla,Gujarat Lions,Saurashtra Cricket Association Stadium,65
26,KD Karthik,Kings XI Punjab,Saurashtra Cricket Association Stadium,58
26,M Vohra,Gujarat Lions,Saurashtra Cricket Association Stadium,2
26,MM Sharma,Gujarat Lions,Saurashtra Cricket Association Stadium,4
26,MP Stoinis,Gujarat Lions,Saurashtra Cricket Association Stadium,7
26,RA Jadeja,Kings XI Punjab,Saurashtra Cricket Association Stadium,9
26,SE Marsh,Gujarat Lions,Saurashtra Cricket Association Stadium,30
